12,jack,2020-05-15 20:38:51,b'$600k for @CommonLit to help develop high-impact digital learning tools to support special needs students and English Language Learners who are most affected by the crisis and will experience the most learning loss during school closures. https://t.co/buaYzg5Tt2'
12,jack,2020-05-15 20:38:50,"b'$530K for Live In Peace to provide 300+ families with rent in East Palo Alto, East Menlo Park, and Redwood City. These families are not eligible for rent moratorium or government assistance and have seen devastating financial losses from COVID-19. https://t.co/Is7aU3Ym0S'"
12,jack,2020-05-15 20:38:50,b'$10m to @Project100 to give $1000 directly to American families in the SNAP program. https://t.co/wBm8LxQTJL'
12,jack,2020-05-15 20:38:49,"b'#startsmall is up to $87.8M in disbursements. Most are in the tracking sheet, some in process for next week. Interested in helping? All these are incredible and impactful orgs...find one that resonates with you. And now a thread on 6 new grants... https://t.co/NEvCyaBuMh'"
12,jack,2020-05-15 18:59:47,b'@polotek @LibbySchaaf @OUSDNews All this is. Today. Along with a few others.'
12,jack,2020-05-15 14:00:53,"b'$10mm to give EVERY single child in Oakland access to a laptop and internet in their homes, closing the digital divide. Heard Mayor @LibbySchaaf and @OUSDNews\xe2\x80\x99 call and funding immediately. Thank you! https://t.co/BBqFZHtS4I'"
12,jack,2020-05-15 13:54:39,b'@MorningBrew Tell me about it'
12,jack,2020-05-15 13:18:20,b'https://t.co/fac3gCTECP'
12,jack,2020-05-15 12:43:55,b'\xf0\x9f\x8c\x9e'
12,jack,2020-05-14 12:52:50,b'Good morning'
12,jack,2020-05-14 00:24:02,b'#bitcoin https://t.co/EhTf7Vwxdz'
12,jack,2020-05-13 16:05:56,b'$1mm to @ejaf to help protect the frontline workers and communities battling the HIV epidemic. Thank you @eltonofficial! https://t.co/jgsB91jZus'
12,jack,2020-05-13 02:20:44,b'@om @villi Yes'
12,jack,2020-05-13 00:27:41,b'@jadesfw @GodisRivera @fatbellybella @missjillscott https://t.co/m2UGJZEm6N'
12,jack,2020-05-12 23:14:31,b'@GodisRivera @jadesfw @fatbellybella There\xe2\x80\x99s too many and all different! Why do we have to pick favorites? But if I had to pick one: https://t.co/LXnSsQMiYd'
12,jack,2020-05-12 22:27:46,b'@anthonynoto I will take you up on this'
12,jack,2020-05-12 21:43:22,b'@sundarpichai @martinvars Please add grid view to iOS apps!'
12,jack,2020-05-12 21:36:43,b'@arieljanae_ @Blackbirds STL 314'
12,jack,2020-05-12 21:33:04,b'@Kantrowitz \xc2\xaf\\_(\xe3\x83\x84)_/\xc2\xaf'
12,jack,2020-05-12 19:57:22,b'All the conversation around your tweets in one place https://t.co/gamKd9s6yU'
12,jack,2020-05-12 19:02:47,b'@JustCallMeSio Bronx!'
12,jack,2020-05-12 18:14:42,"b'@EricaJoy @alexisohanian @Kantrowitz There are a small number of roles, like our data center folks, that require on site, but otherwise yes! All will be updated distributed.'"
12,jack,2020-05-12 16:35:52,b'We have a weekly periscope with the company and oops! \xf0\x9f\x8c\x8d https://t.co/5O8j62esQu'
12,jack,2020-05-12 16:08:45,b'Chat w jack &amp; friends 2 https://t.co/6m4kBZIUUy'
12,jack,2020-05-12 15:43:52,b'You can help here: https://t.co/wi1qfEAT62'
12,jack,2020-05-12 15:42:42,"b'$15mm to San Francisco\xe2\x80\x99s Give2SF Response &amp; Recovery Fund for food security, housing access, small business and worker support programs for undocumented, mixed status, and low-income San Franciscans. Thank you Mayor @LondonBreed! https://t.co/HSnx2XZwH4'"
12,jack,2020-05-12 03:43:33,b'@NicholasCorliss @Square @sqcrypto Not yet but someday soon'
12,jack,2020-05-12 03:43:17,b'@BitcoinMunger @btconometrics Yes'
12,jack,2020-05-12 02:59:26,b'@helenjstoddard Great!'
12,jack,2020-05-12 02:32:42,b'Happy halving day https://t.co/gNFLNseLVN'
12,jack,2020-05-11 20:44:15,b'Welcome @drfeifei to the Twitter board!'
12,jack,2020-05-11 18:44:35,b'Explore full list under Topics in your sidebar\xe2\x80\xa6relevant tweets will appear in your timeline. https://t.co/8mpRwIrfIQ'
12,jack,2020-05-11 18:44:34,"b'Lots more topics to follow now including COVID-19, #bitcoin, local news, and astrology. https://t.co/cd1A7BmMrk'"
12,jack,2020-05-11 15:13:49,"b'Of the top 10 COVID-19 hotspots in the US, 8 are linked to prisons and jails. The goal is to help ensure the incarcerated population, correctional officers, healthcare workers, &amp; personnel working state, federal, &amp; private facilities are protected from COVID-19 exposure.'"
12,jack,2020-05-11 15:13:49,"b'$10mm to @REFORM Alliance to get PPE to every prison and jail in America, all towards their mission of reforming the criminal justice system. Watch this and #AnswerTheirCall: https://t.co/z3GmNqz9jS'"
